CAS Reg No (or other ID),Substance,Other Names,Used for (Technical Effect),Reg col01,Reg col02,Reg col03,Reg col04,Reg col05,Reg col06,Reg add01,Reg add02,Reg add03,Reg add04,Reg add05,Reg add06,Reg add07,Reg add08,Reg add09,Reg add10,Reg add11,Reg add12,Reg add13,Reg add14,Reg add16,Reg add17,Reg add18,Reg add19,Reg add20,Reg prohibited189,Reg Administrative,regs Labeling & Standards ,FEMA No,GRAS Pub No,Most Recent GRAS Pub Update,FEMA status,JECFA Flavor Number
 1139-30-6, BETA-CARYOPHYLLENE OXIDE," &diams; BETA-CARYOPHYLLENE OXIDE<br />&diams; CARYOPHYLLENE OXIDE, BETA-<br />&diams; CARYOPHYLLENE OXIDE<br />&diams; CARYOPHYLLENE, EPOXIDE<br />&diams; CARYOPHYLLENE EPOXIDE<br />&diams; CARYOPHYLLENE OXIDE, TRANS-<br />&diams; EPOXYCARYOPHYLLENE<br />&diams; EPOXYDIHYDROCARYOPHYLLENE, (-)-<br />&diams; 5-OXATRICYCLO(8.2.0.04,6)DODECANE, 4,12,12-TRIMETHYL-9-METHYLENE-, (1R-(1R*,4R*,6R*,10S*))-<br />&diams; 4,12,12-TRIMETHYL-9-METHYLENE-5-OXATRICYCLO(8.2.0.04,6)DODECANE, (1R-(1R*,4R*,6R*,10S*))-<br />&diams; 5-OXATRICYCLO(8.2.0.04,6)DODECANE, 4,12,12-TRIMETHYL-9-METHYLENE-, (1R,4R,6R,10S)-<br />&diams; 4,12,12-TRIMETHYL-9-METHYLENE-5-OXATRICYCLO(8.2.0.04,6)DODECANE, (1R,4R,6R,10S)-<br />&diams; caryophyllene oxide, (-)-"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT",,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,4085,22,,,1575
 134-96-3," 4-HYDROXY-3,5-DIMETHOXYBENZALDEHYDE"," &diams; SYRINGALDEHYDE<br />&diams; 4-HYDROXY-3,5-DIMETHOXYBENZALDEHYDE<br />&diams; BENZALDEHYDE, 4-HYDROXY-3,5-DIMETHOXY-<br />&diams; SYRINGIC ALDEHYDE<br />&diams; GALLALDEHYDE 3,5-DIMETHYL ETHER<br />&diams; 3,5-DIMETHOXY-4-HYDROXYBENZALDEHYDE", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4049,21,25.0,,1878
 497-23-4, 4-HYDROXY-2-BUTENOIC ACID GAMMA-LACTONE," &diams; 2(5H)-FURANONE<br />&diams; GAMMA-CROTONOLACTONE<br />&diams; 4-HYDROXY-2-BUTENOIC ACID LACTONE<br />&diams; BUTENOLIDE (2(5H)-FURANONE)<br />&diams; 4-hydroxy-2-butenoic acid gamma-lactone<br />&diams; 2-oxo-2,5-dihydrofuran<br />&diams; isocrotonolactone<br />&diams; crotonic acid, 4-hydroxy-, gamma-lactone<br />&diams; 4-hydroxycrotonic acid gamma-lactone<br />&diams; InChI=1S/C4H4O2/c5-4-2-1-3-6-4/h1-2H,3H2<br />&diams; InChiKey=VIHAEDVKXSOUAT-UHFFFAOYSA-N", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4138,22,,,2000
 95-65-8," 3,4-XYLENOL"," &diams; 3,4-XYLENOL<br />&diams; 3,4-DIMETHYLPHENOL<br />&diams; 1-HYDROXY-3,4-DIMETHYLBENZENE<br />&diams; PHENOL, 3,4-DIMETHYL-<br />&diams; 1,3,4-XYLENOL", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3596,11,25.0,,708
 823-22-3, DELTA-HEXALACTONE," &diams; DELTA-HEXALACTONE<br />&diams; 5-HYDROXYHEXANOIC ACID LACTONE<br />&diams; DELTA-CAPROLACTONE<br />&diams; 5-HEXALACTONE<br />&diams; 5-METHYL-DELTA-VALEROLACTONE<br />&diams; 5-METHYL-5-HYDROXYPENTANOIC ACID LACTONE<br />&diams; 2H-PYRAN-2-ONE, TETRAHYDRO-6-METHYL-<br />&diams; HEXANOIC ACID, 5-HYDROXY-, LACTONE<br />&diams; DELTA-METHYL-DELTA-VALEROLACTONE<br />&diams; 6-METHYLVALEROLACTONE<br />&diams; TETRAHYDRO-6-METHYL-2H-PYRAN-2-ONE<br />&diams; HEXALACTONE, DELTA-", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3167,4,,,224
 591-68-4, BUTYL VALERATE," &diams; BUTYL VALERATE<br />&diams; BUTYL PENTANOATE<br />&diams; BUTYL VALERIANATE<br />&diams; PENTANOIC ACID, BUTYL ESTER<br />&diams; VALERIC ACID, BUTYL ESTER", FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2217,3,25.0,,160
 673-22-3, 2-HYDROXY-4-METHOXYBENZALDEHYDE," &diams; 2-HYDROXY-4-METHOXYBENZALDEHYDE<br />&diams; benzaldehyde, 2-hydroxy-4-methoxy-<br />&diams; anisaldehyde, 2-hydroxy-, p-<br />&diams; 2-hydroxy-p-anisaldehyde<br />&diams; 4-methoxysalicylaldehyde<br />&diams; 2-formyl-5-methoxyphenol<br />&diams; InChI=1S/C8H8O3/c1-11-7-3-2-6(5-9)8(10)4-7/h2-5,10H,1H3<br />&diams; InChIKey: WZUODJNEIXSNEU-UHFFFAOYSA-N", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4435,24,,,
 56-84-8, L-ASPARTIC ACID," &diams; ASPARTIC ACID, L-<br />&diams; AMINOSUCCINIC ACID<br />&diams; L-ASPARTIC ACID<br />&diams; AMINOBUTANEDIOIC ACID, (S)-<br />&diams; ASPARAGINIC ACID, L-"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT,<br /> NUTRIENT SUPPLEMENT",,,,,,,172.32,,,,,,,,,,,,,,,,,,,,,,3656,13,,,1429
 91-10-1," 2,6-DIMETHOXYPHENOL"," &diams; 2,6-DIMETHOXYPHENOL<br />&diams; PYROGALLOL 1,3-DIMETHYL ETHER<br />&diams; SYRINGOL<br />&diams; 1,3-DI-O-METHYLPYROGALLOL<br />&diams; 1,3-DIMETHOXY-2-HYDROXYBENZENE<br />&diams; 1,3-DIMETHYL PYROGALLATE<br />&diams; 2-HYDROXY-1,3-DIMETHOXYBENZENE<br />&diams; PHENOL, 2,6-DIMETHOXY-", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3137,4,,,721
 100-42-5, STYRENE--NLFG," &diams; STYRENE<br />&diams; STYROL<br />&diams; PHENYLETHYLENE<br />&diams; VINYLBENZENE<br />&diams; ETHENYLBENZENE<br />&diams; PHENYLETHENE<br />&diams; VINYLBENZOL<br />&diams; BENZENE, ETHENYL-",,,,,,,,173.2,173.25,175.105,175.3,175.32,175.38,175.39,176.17,176.18,177.101,177.102,177.103,177.104,177.121,177.163,,,,,,,, NLFG-3233,4,27.0," No longer FEMA GRAS (GRAS Pub. 27, 2015)",
 544-63-8, MYRISTIC ACID, &diams; MYRISTIC ACID<br />&diams; TETRADECANOIC ACID<br />&diams; C14 FATTY ACID<br />&diams; 1-TRIDECANECARBOXYLIC ACID," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT,<br /> LUBRICANT OR RELEASE AGENT,<br /> SURFACE-ACTIVE AGENT",,,,,,,172.21,172.86,173.34,,,,,,,,,,,,,,,,,,,,2764,3,25.0,,113
 124-40-3, DIMETHYLAMINE," &diams; DIMETHYLAMINE<br />&diams; METHANAMINE, N-METHYL-<br />&diams; N-METHYLMETHANAMINE<br />&diams; N,N-DIMETHYLAMINE",,,,,,,,173.2,176.17,,,,,,,,,,,,,,,,,,,,,,,,,
 590-86-3, 3-METHYLBUTYRALDEHYDE," &diams; 3-METHYLBUTYRALDEHYDE<br />&diams; BUTANAL, 3-METHYL-<br />&diams; BUTYRALDEHYDE, 3-METHYL-<br />&diams; BETA-METHYLBUTYRALDEHYDE<br />&diams; ISOVALERALDEHYDE<br />&diams; ISOAMYLALDEHYDE<br />&diams; ISOPENTALDEHYDE<br />&diams; ISOVALERAL<br />&diams; ISOVALERIC ALDEHYDE<br />&diams; ISOPENTANAL<br />&diams; METHYLETHYLACETALDEHYDE<br />&diams; 3-METHYLBUTANAL<br />&diams; 3-METHYLBUTYLALDEHYDE<br />&diams; 3-METHYL-1-BUTANAL", FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2692,3,25.0,,258
 58-86-6, D-XYLOSE," &diams; XYLOSE, D-<br />&diams; WOOD SUGAR<br />&diams; XYLOSE, (+)-<br />&diams; D-XYLOSE<br />&diams; 2,3,4,5-TETRAHYDROXYPENTANAL<br />&diams; XYLOSE, D-(+)-"," FLAVORING AGENT OR ADJUVANT,<br /> NUTRITIVE SWEETENER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3606,12,,,
 122-00-9, 4'-METHYLACETOPHENONE," &diams; 4'-METHYLACETOPHENONE<br />&diams; ACETYLTOLUENE, P-<br />&diams; ACETOPHENONE, 4'-METHYL-<br />&diams; ETHANONE, 1-(4-METHYLPHENYL)-<br />&diams; METHYL P-TOLYL KETONE<br />&diams; TOLYL METHYL KETONE, P-<br />&diams; 1-METHYL-4-ACETYLBENZENE<br />&diams; 1-ACETYL-4-METHYLBENZENE<br />&diams; 1-(4-METHYLPHENYL)ETHANONE<br />&diams; 1-P-TOLYLETHANONE<br />&diams; 4-METHYLPHENYL METHYL KETONE", FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2677,3,,,807
 617-35-6, ETHYL PYRUVATE," &diams; ETHYL PYRUVATE<br />&diams; ETHYL ACETYLFORMATE<br />&diams; ETHYL ALPHA-KETOPROPIONATE<br />&diams; ETHYL PYRORACEMATE<br />&diams; ETHYL 2-OXOPROPANOATE<br />&diams; PROPANOIC ACID, 2-OXO-, ETHYL ESTER<br />&diams; PYRUVIC ACID, ETHYL ESTER<br />&diams; ETHYL 2-OXOPROPIONATE", FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2457,3,,,938
 98-00-0, FURFURYL ALCOHOL, &diams; FURFURYL ALCOHOL<br />&diams; 2-FURANMETHANOL<br />&diams; 2-FURANCARBINOL<br />&diams; FURFURYLCARB<br />&diams; FURFURALCOHOL<br />&diams; ALPHA-FURYLCARBINOL<br />&diams; 2-HYDROXYMETHYLFURAN<br />&diams; 2-FURYLCARBINOL<br />&diams; FURFURANOL," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT",,,,,,,175.105,,,,,,,,,,,,,,,,,,,,,,2491,3,25.0,,451
 119-61-9, BENZOPHENONE," &diams; BENZOPHENONE<br />&diams; BENZOYLBENZENE<br />&diams; DIPHENYL KETONE<br />&diams; DIPHENYLMETHANONE<br />&diams; ALPHA-OXODIPHENYLMETHANE<br />&diams; PHENYL KETONE<br />&diams; METHANONE, DIPHENYL-", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2134,3,25.0,,831
 765-70-8, METHYLCYCLOPENTENOLONE," &diams; METHYLCYCLOPENTENOLONE<br />&diams; CYCLOTENE<br />&diams; METHYLCYCLOPENTENOLONE (DIKETO FORM)<br />&diams; MAPLE LACTONE<br />&diams; 3-METHYL-1,2-CYCLOPENTANEDIONE<br />&diams; 3-METHYLCYCLOPENTANE-1,2-DIONE<br />&diams; 1,2-CYCLOPENTANEDIONE, 3-METHYL-", FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2700,3,25.0,,418
 105-54-4, ETHYL BUTYRATE," &diams; ETHYL BUTYRATE<br />&diams; ETHYL BUTANOATE<br />&diams; BUTANOIC ACID, ETHYL ESTER<br />&diams; BUTYRIC ACID, ETHYL ESTER", FLAVORING AGENT OR ADJUVANT,,,,,,,182.6,,,,,,,,,,,,,,,,,,,,,,2427,3,,,29
 95-16-9, BENZOTHIAZOLE, &diams; BENZOTHIAZOLE<br />&diams; 1-THIA-3-AZAINDENE<br />&diams; BENZOSULFONAZOLE<br />&diams; InChI=1/C7H5NS/c1-2-4-7-6(3-1)8-5-9-7/h1-5H<br />&diams; InChIKey: IOJUPLGTWVMSFF-UHFFFAOYSA-N," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3256,5,,,1040
 116-53-0, 2-METHYLBUTYRIC ACID," &diams; 2-METHYLBUTYRIC ACID<br />&diams; 2-METHYLBUTANOIC ACID<br />&diams; ALPHA-METHYLBUTYRIC ACID<br />&diams; BUTANOIC ACID, 2-METHYL-<br />&diams; BUTYRIC ACID, 2-METHYL-<br />&diams; VALERIC ACID, ACTIVE<br />&diams; ETHYLMETHYLACETIC ACID<br />&diams; METHYLETHYLACETIC ACID", FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2695,3,25.0,,255
 23526-45-6," 4-HYDROXY-4-(3-HYDROXY-1-BUTENYL)-3,5,5-TRIMETHYL-2-CYCLOHEXEN-1-ONE"," &diams; VOMIFOLIOL<br />&diams; 2-cyclohexen-1-one, 4-hydroxy-4-(3-hydroxy-1-butenyl)-3,5,5-trimethyl-, (+)-<br />&diams; 2-cyclohexen-1-one, 4-hydroxy-4-[(1E,3R)-3-hydroxy-1-butenyl]-3,5,5-trimethyl, (4S)-<br />&diams; 4-hydroxy-4-(3-hydroxy-1-butenyl)-3,5,5-trimethyl-2-cyclohexen-1-one, (+)-<br />&diams; 4-hydroxy-4-[(1E,3R)-3-hydroxy-1-butenyl]-3,5,5-trimethyl-2-cyclohexen-1-one, (4S)-<br />&diams; 2-cyclohexen-1-one, 4-hydroxy-4-[(1E,3R)-3-hydroxy-1-buten-1-yl]-3,5,5-trimethyl-, (4S)-<br />&diams; 4-hydroxy-4-[(1E,3R)-3-hydroxy-1-buten-1-yl]-3,5,5-trimethyl-2-cyclohexen-1-one, (4S)-<br />&diams; roseoside aglycon<br />&diams; InChI=1S/C13H20O3/c1-9-7-11(15)8-12(3,4)13(9,16)6-5-10(2)14/h5-7,10,14,16H,8H2,1-4H3/b6-5+/t10-,13-/m1/s1<br />&diams; InChIKey: KPQMCAKZRXOZLB-KOIHBYQTSA-N", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4661,24,,,2058
 2809-21-4," 1-HYDROXYETHYLIDENE-1,1-DIPHOSPHONIC ACID"," &diams; ETIDRONIC ACID<br />&diams; 1-HYDROXYETHYLIDENE-1,1-DIPHOSPHONIC ACID<br />&diams; 1-HYDROXYETHANE-1,1-DIPHOSPHONIC ACID<br />&diams; HYDROXYETHYLIDENEDIPHOSPHONIC ACID<br />&diams; (1-HYDROXYETHYLIDENE)DIPHOSPHONIC ACID<br />&diams; PHOSPHONIC ACID, (1-HYDROXYETHYLIDENE)DI-<br />&diams; PHOSPHONIC ACID, (1-HYDROXYETHYLIDENE)BIS-<br />&diams; (1-HYDROXYETHYLIDENE)BIS(PHOSPHONIC ACID)<br />&diams; ETHANE-1-HYDROXY-1,1-DIPHOSPHONIC ACID<br />&diams; HYDROXYETHANE-1,1-DIPHOSPHONIC ACID", BOILER WATER ADDITIVE,,,,,,,173.31,173.315,173.37,178.101,,,,,,,,,,,,,,,,,,,,,,,
 96-33-3, METHYL ACRYLATE," &diams; METHYL ACRYLATE<br />&diams; METHYL 2-PROPENOATE<br />&diams; 2-PROPENOIC ACID, METHYL ESTER<br />&diams; METHYL PROP-2-ENOATE<br />&diams; ACRYLIC ACID METHYL ESTER<br />&diams; METHOXYCARBONYLETHYLENE",,,,,,,,175.105,175.3,175.32,175.36,175.365,176.17,176.18,177.101,177.12,177.134,177.148,177.163,177.165,177.199,177.242,,,,,,,,,,,,
 109-08-0, 2-METHYLPYRAZINE," &diams; METHYLPYRAZINE<br />&diams; 2-METHYLPYRAZINE<br />&diams; 2-METHYL-1,4-DIAZINE<br />&diams; PYRAZINE, METHYL-", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3309,5,25.0,,761
 94-26-8, BUTYL P-HYDROXYBENZOATE," &diams; BUTYLPARABEN<br />&diams; BUTYL P-HYDROXYBENZOATE<br />&diams; BUTYL 4-HYDROXYBENZOATE<br />&diams; BENZOIC ACID, 4-HYDROXY-, BUTYL ESTER<br />&diams; BENZOIC ACID, P-HYDROXY-, BUTYL ESTER<br />&diams; 4-(butoxycarbonyl)phenol", FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2203,3,,,870
 5271-38-5, 2-(METHYLTHIO)ETHANOL," &diams; 2-(METHYLTHIO)ETHANOL<br />&diams; BETA-HYDROXYETHYL METHYL SULFIDE<br />&diams; BETA-(METHYLTHIO)ETHANOL<br />&diams; BETA-METHYLMERCAPTOETHANOL<br />&diams; ETHANOL, 2-(METHYLTHIO)-<br />&diams; HYDROXYETHYL METHYL SULFIDE<br />&diams; METHYL 2-HYDROXYETHYL SULFIDE<br />&diams; S-METHYLMERCAPTOETHANOL<br />&diams; 2-HYDROXYETHYL METHYL SULFIDE<br />&diams; 2-METHYLMERCAPTOETHANOL", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4004,20,,,1297
 2758-18-1, 1-METHYL-1-CYCLOPENTEN-3-ONE," &diams; 3-METHYL-2-CYCLOPENTEN-1-ONE<br />&diams; 1-METHYL-1-CYCLOPENTEN-3-ONE<br />&diams; 2-CYCLOPENTEN-1-ONE, 3-METHYL-<br />&diams; 3-METHYL-2-CYCLOPENTENONE", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3435,8,25.0,,1105
 689-89-4, METHYL SORBATE," &diams; METHYL SORBATE<br />&diams; 2,4-HEXADIENOIC ACID, METHYL ESTER, (E,E)-<br />&diams; METHYL 2,4-HEXADIENOATE, (E,E)-<br />&diams; SORBIC ACID, METHYL ESTER, (E,E)-<br />&diams; METHYL SORBATE, (E,E)-<br />&diams; METHYL TRANS,TRANS-SORBATE<br />&diams; 2-TRANS,4-TRANS-METHYL SORBATE<br />&diams; SORBIC ACID, METHYL ESTER<br />&diams; METHYL (2E,4E)-HEXADIENOATE", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3714,13,,,1177
 140-88-5, ETHYL ACRYLATE," &diams; ETHYL ACRYLATE<br />&diams; ETHYL PROPENOATE<br />&diams; ACRYLIC ACID ETHYL ESTER<br />&diams; 2-PROPENOIC ACID, ETHYL ESTER<br />&diams; ETHYL 2-PROPENOATE", FLAVORING AGENT OR ADJUVANT,,,,,,,175.105,175.3,175.32,175.36,176.17,177.101,177.12,177.163,177.242,178.379,,,,,,,,,,,,,2418,3,25.0,,1351
 110-43-0, 2-HEPTANONE, &diams; 2-HEPTANONE<br />&diams; METHYL AMYL KETONE<br />&diams; AMYL METHYL KETONE<br />&diams; KETONE C7, FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2544,3,,,283
 532-32-1, SODIUM BENZOATE," &diams; SODIUM BENZOATE<br />&diams; BENZOIC ACID, SODIUM SALT"," ANTIMICROBIAL AGENT,<br /> ANTIOXIDANT,<br /> COLOR OR COLORING ADJUNCT,<br /> FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT,<br /> FUMIGANT,<br /> PH CONTROL AGENT,<br /> SURFACE-ACTIVE AGENT",,,,,,,181.23,184.1733,,,,,,,,,,,,,,,,,,,,166.110,3025,3,,,
 141-53-7, SODIUM FORMATE," &diams; SODIUM FORMATE<br />&diams; FORMIC ACID, SODIUM SALT", PROCESSING AID,,,,,,,175.105,186.1756,,,,,,,,,,,,,,,,,,,,,,,,,
 99-96-7, 4-HYDROXYBENZOIC ACID," &diams; 4-HYDROXYBENZOIC ACID<br />&diams; BENZOIC ACID, P-HYDROXY-<br />&diams; BENZOIC ACID, 4-HYDROXY-<br />&diams; HYDROXYBENZOIC ACID, P-<br />&diams; PARABEN<br />&diams; SALICYLIC ACID, P-<br />&diams; 4-CARBOXYPHENOL<br />&diams; Carboxyphenol, p-", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3986,20,,,957
 2444-46-4, NONANOYL 4-HYDROXY-3-METHOXYBENZYLAMIDE," &diams; N-VANILLYLNONANAMIDE<br />&diams; N-((4-HYDROXY-3-METHOXYPHENYL)METHYL)NONANAMIDE<br />&diams; NONANOYL 4-HYDROXY-3-METHOXYBENZYLAMIDE<br />&diams; N-VANILLYLNONAMIDE<br />&diams; PELARGONYL VANILLYLAMIDE<br />&diams; N-(4-HYDROXY-3-METHOXYBENZYL)NONANAMIDE<br />&diams; N-NONANOYL VANILLYLAMIDE<br />&diams; NONANAMIDE, N-((4-HYDROXY-3-METHOXYPHENYL)METHYL)-<br />&diams; NONANAMIDE, N-VANILLYL-<br />&diams; PSEUDOCAPSAICIN"," FLAVOR ENHANCER,<br /> FLAVORING AGENT OR ADJUVANT",,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,2787,3,,,1599
 79-20-9, METHYL ACETATE," &diams; METHYL ACETATE<br />&diams; METHYL ETHANOATE<br />&diams; ACETIC ACID, METHYL ESTER", FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,175.105,,,,,,,,,,,,,,,,,,,,,2676,3,25.0,,125
 119-36-8, METHYL SALICYLATE," &diams; METHYL SALICYLATE<br />&diams; WINTERGREEN OIL, SYNTHETIC<br />&diams; METHYL 2-HYDROXYBENZOATE<br />&diams; METHYL O-HYDROXYBENZOATE<br />&diams; BENZOIC ACID, 2-HYDROXY-, METHYL ESTER<br />&diams; SALICYLIC ACID, METHYL ESTER<br />&diams; 2-CARBOMETHOXYPHENOL", FLAVORING AGENT OR ADJUVANT,,,,,,,175.105,177.101,,,,,,,,,,,,,,,,,,,,,2745,3,,,899
 140-66-9," ALPHA-{P-(1,1,3,3-TETRAMETHYLBUTYL)PHENYL}-OMEGA-HYDROXYPOLY(OXYETHYLENE)"," &diams; 4-TERT-OCTYLPHENOL<br />&diams; (1,1,3,3-TETRAMETHYLBUTYL)PHENOL, P-<br />&diams; 4-(1,1,3,3-TETRAMETHYLBUTYL)PHENOL<br />&diams; OCTYLPHENOL, P-TERT-<br />&diams; PHENOL, 4-(1,1,3,3-TETRAMETHYLBUTYL)-<br />&diams; PHENOL, P-(1,1,3,3-TETRAMETHYLBUTYL)-",,,,,,,,172.71,,,,,,,,,,,,,,,,,,,,,,,,,,
 6066-49-5, 3-N-BUTYLPHTHALIDE," &diams; 3-BUTYLPHTHALIDE<br />&diams; PHTHALIDE, 3-BUTYL-<br />&diams; 1(3H)-ISOBENZOFURANONE, 3-BUTYL-<br />&diams; 3-BUTYL-1(3H)-ISOBENZOFURANONE", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3334,6,,,1169
 1073-29-6, O-(METHYLTHIO)PHENOL," &diams; 2-(METHYLTHIO)PHENOL<br />&diams; (METHYLTHIO)PHENOL, O-<br />&diams; METHYL (2-HYDROXYPHENYL) SULFIDE<br />&diams; THIOGUAIACOL<br />&diams; 1-HYDROXY-2-METHYLMERCAPTOBENZENE<br />&diams; 2-METHYLMERCAPTOPHENOL<br />&diams; PHENOL, 2-(METHYLTHIO)-<br />&diams; PHENOL, O-(METHYLTHIO)-<br />&diams; HYDROXYTHIOANISOLE, O-<br />&diams; 2-HYDROXYTHIOANISOLE", FLAVORING AGENT OR ADJUVANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210,4,,,503
 105-60-2, CAPROLACTAM," &diams; CAPROLACTAM<br />&diams; EPSILON-CAPROLACTAM<br />&diams; 2H-AZEPIN-2-ONE, HEXAHYDRO-<br />&diams; HEXAHYDRO-2H-AZEPIN-2-ONE<br />&diams; 6-CAPROLACTAM<br />&diams; AMINOCAPROIC LACTAM<br />&diams; 2-OXOHEXAMETHYLENIMINE<br />&diams; 2-KETOHEXAMETHYLENIMINE<br />&diams; HEXANOLACTAM<br />&diams; 1,6-hexalactam", FLAVORING AGENT OR ADJUVANT,,,,,,,176.18,177.12,177.15,,,,,,,,,,,,,,,,,,,,4235,22,,,1594
 112-42-5, UNDECYL ALCOHOL, &diams; UNDECYL ALCOHOL<br />&diams; UNDECANOL-1<br />&diams; HENDECYL ALCOHOL<br />&diams; 1-UNDECANOL<br />&diams; DECYL CARBINOL<br />&diams; ALCOHOL C-11 UNDECYLIC<br />&diams; 1-HENDECANOL<br />&diams; UNDECYLIC ALCOHOL, FLAVORING AGENT OR ADJUVANT,,,,,,,172.515,,,,,,,,,,,,,,,,,,,,,,3097,3,25.0,,106
 7722-84-1, HYDROGEN PEROXIDE, &diams; HYDROGEN PEROXIDE<br />&diams; PEROXIDE<br />&diams; HYDROGEN PEROXIDE (H2O2)," ANTIMICROBIAL AGENT,<br /> DOUGH STRENGTHENER,<br /> FLOUR TREATING AGENT,<br /> FUMIGANT,<br /> OXIDIZING OR REDUCING AGENT",,,,,,,172.167,172.723,172.814,172.892,173.315,173.356,173.37,175.105,178.1005,178.101,184.1366,,,,,,,,,,," 133.113 ,  133.118 ,  133.136 ,  133.144 ,  133.195 ,  160.105 ,  160.145 ,  160.185",,,,,
 62-33-9," EDTA, CALCIUM DISODIUM"," &diams; CALCIUM DISODIUM ETHYLENEDIAMINETETRAACETATE<br />&diams; CALCIUM DISODIUM EDTA<br />&diams; CALCIUM DISODIUM EDATHAMIL<br />&diams; DISODIUM CALCIUM EDTA<br />&diams; CALCIUM DISODIUM EDETATE<br />&diams; CALCIATE(2-), ((N,N'-1,2-ETHANEDIYLBIS(N-(CARBOXYMETHYL)GLYCINATO))(4-)-N,N',O,O',ON,ON'), DISODIUM, (OC-6-21)-<br />&diams; CALCIATE(2-), ((ETHYLENEDINITRILO)TETRAACETATO)-, DISODIUM<br />&diams; DISODIUM ((ETHYLENEDINITRILO)TETRAACETATO)CALCIATE<br />&diams; EDETATE CALCIUM DISODIUM<br />&diams; CALCIUM DISODIUM (ETHYLENEDINITRILO)TETRAACETATE<br />&diams; EDTA CALCIUM DISODIUM SALT<br />&diams; EDTA DISODIUM CALCIUM SALT"," ANTIOXIDANT,<br /> COLOR OR COLORING ADJUNCT,<br /> FLAVOR ENHANCER,<br /> FUMIGANT,<br /> SEQUESTRANT",73.1,,,,,,172.12,172.135,175.105,176.17,,,,,,,,,,,,,,,,,," 155.200 , 155.201 , 161.173 , 166.110 , 169.140 , 169.150",,,,,
